"No.","Time","Source","Destination","Protocol","Length","Info"
"5614","252.462529","172.20.24.104","172.217.138.71","TLSv1.3","2069","Application Data"
"5615","252.464075","172.217.138.71","172.20.24.104","TCP","60","443  >  56268 [ACK] Seq=821062 Ack=24672 Win=95744 Len=0"
"5616","252.464525","172.217.138.71","172.20.24.104","TCP","60","443  >  56268 [ACK] Seq=821062 Ack=26687 Win=101120 Len=0"
"5617","252.469793","172.217.138.71","172.20.24.104","TLSv1.3","1029","Application Data"
"5618","252.516846","172.20.24.104","172.217.138.71","TCP","54","56268  >  443 [ACK] Seq=26687 Ack=822037 Win=129792 Len=0"
"5619","252.519170","172.217.138.71","172.20.24.104","TLSv1.3","535","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"5620","252.562262","172.20.24.104","172.217.138.71","TCP","54","56268  >  443 [ACK] Seq=26687 Ack=822518 Win=130816 Len=0"
"5621","252.608950","172.20.24.104","255.255.255.255","UDP","82","56133  >  1947 Len=40"
"5622","252.608956","172.20.24.104","172.20.31.255","UDP","82","56134  >  1947 Len=40"
"5623","252.773009","142.250.195.228","172.20.24.104","TCP","60","443  >  56278 [FIN, ACK] Seq=4077 Ack=1831 Win=64000 Len=0"
"5624","252.773064","172.20.24.104","142.250.195.228","TCP","54","56278  >  443 [ACK] Seq=1831 Ack=4078 Win=65280 Len=0"
"5625","252.842396","172.20.24.104","255.255.255.255","UDP","82","56133  >  1947 Len=40"
"5626","252.842477","172.20.24.104","172.20.31.255","UDP","82","56134  >  1947 Len=40"
"5627","257.008468","172.64.151.4","172.20.24.104","TLSv1.3","78","Application Data"
"5628","257.008945","172.20.24.104","172.64.151.4","TLSv1.3","82","Application Data"
"5629","257.010673","172.64.151.4","172.20.24.104","TCP","60","443  >  56255 [ACK] Seq=2527 Ack=3161 Win=65536 Len=0"
"5630","257.827991","172.20.24.104","172.217.160.142","TLSv1.3","3434","Application Data"
"5631","257.828181","172.20.24.104","172.217.160.142","TLSv1.3","311","Application Data"
"5632","257.830677","172.217.160.142","172.20.24.104","TCP","60","443  >  56250 [ACK] Seq=4868 Ack=23662 Win=90112 Len=0"
"5633","257.830677","172.217.160.142","172.20.24.104","TCP","60","443  >  56250 [ACK] Seq=4868 Ack=25044 Win=92928 Len=0"
"5634","257.830677","172.217.160.142","172.20.24.104","TCP","60","443  >  56250 [ACK] Seq=4868 Ack=25660 Win=95744 Len=0"
"5635","257.830744","172.217.160.142","172.20.24.104","TCP","60","443  >  56250 [ACK] Seq=4868 Ack=25917 Win=98304 Len=0"
"5636","257.880294","172.217.160.142","172.20.24.104","TLSv1.3","123","Application Data"
"5637","257.930537","172.20.24.104","172.217.160.142","TCP","54","56250  >  443 [ACK] Seq=25917 Ack=4937 Win=64768 Len=0"
"5638","257.932859","172.217.160.142","172.20.24.104","TLSv1.3","124","Application Data, Application Data"
"5639","257.934210","172.20.24.104","172.217.160.142","TLSv1.3","93","Application Data"
"5640","257.935687","172.217.160.142","172.20.24.104","TCP","60","443  >  56250 [ACK] Seq=5007 Ack=25956 Win=98304 Len=0"
"5641","259.277051","172.20.24.104","172.217.160.142","TLSv1.3","3460","Application Data"
"5642","259.277216","172.20.24.104","172.217.160.142","TLSv1.3","311","Application Data"
"5643","259.278570","172.217.160.142","172.20.24.104","TCP","60","443  >  56250 [ACK] Seq=5007 Ack=27338 Win=101120 Len=0"
"5644","259.279017","172.217.160.142","172.20.24.104","TCP","60","443  >  56250 [ACK] Seq=5007 Ack=28720 Win=103936 Len=0"
"5645","259.279017","172.217.160.142","172.20.24.104","TCP","60","443  >  56250 [ACK] Seq=5007 Ack=29362 Win=106752 Len=0"
"5646","259.279381","172.217.160.142","172.20.24.104","TCP","60","443  >  56250 [ACK] Seq=5007 Ack=29619 Win=109568 Len=0"
"5647","259.328697","172.217.160.142","172.20.24.104","TLSv1.3","123","Application Data"
"5648","259.381053","172.20.24.104","172.217.160.142","TCP","54","56250  >  443 [ACK] Seq=29619 Ack=5076 Win=64512 Len=0"
"5649","259.382601","172.217.160.142","172.20.24.104","TLSv1.3","124","Application Data, Application Data"
"5650","259.383923","172.20.24.104","172.217.160.142","TLSv1.3","93","Application Data"
"5651","259.386167","172.217.160.142","172.20.24.104","TCP","60","443  >  56250 [ACK] Seq=5146 Ack=29658 Win=109568 Len=0"
"5652","259.947293","172.20.24.104","172.217.138.71","TLSv1.3","2145","Application Data"
"5653","259.947434","172.20.24.104","172.217.138.71","TLSv1.3","2068","Application Data"
"5654","259.948855","172.217.138.71","172.20.24.104","TCP","60","443  >  56268 [ACK] Seq=822518 Ack=28778 Win=106752 Len=0"
"5655","259.949367","172.217.138.71","172.20.24.104","TCP","60","443  >  56268 [ACK] Seq=822518 Ack=30792 Win=112128 Len=0"
"5656","259.954564","172.217.138.71","172.20.24.104","TLSv1.3","1080","Application Data, Application Data, Application Data"
"5657","259.956024","172.217.138.71","172.20.24.104","TLSv1.3","11110","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"5658","259.956087","172.20.24.104","172.217.138.71","TCP","54","56268  >  443 [ACK] Seq=30792 Ack=834600 Win=130816 Len=0"
"5659","259.956470","172.217.138.71","172.20.24.104","TCP","1436","443  >  56268 [ACK] Seq=834600 Ack=30792 Win=112128 Len=1382 [TCP PDU reassembled in 5662]"
"5660","259.956511","172.20.24.104","172.217.138.71","TCP","54","56268  >  443 [ACK] Seq=30792 Ack=835982 Win=130816 Len=0"
"5661","259.958651","172.217.138.71","172.20.24.104","TCP","1436","443  >  56268 [ACK] Seq=835982 Ack=30792 Win=112128 Len=1382 [TCP PDU reassembled in 5662]"
"5662","259.959737","172.217.138.71","172.20.24.104","TLSv1.3","22166","Application Data, Application Data"
"5663","259.959822","172.20.24.104","172.217.138.71","TCP","54","56268  >  443 [ACK] Seq=30792 Ack=859476 Win=130816 Len=0"
"5664","259.960349","172.217.138.71","172.20.24.104","TCP","2818","443  >  56268 [ACK] Seq=859476 Ack=30792 Win=112128 Len=2764 [TCP PDU reassembled in 5670]"
"5665","259.960413","172.20.24.104","172.217.138.71","TCP","54","56268  >  443 [ACK] Seq=30792 Ack=862240 Win=130816 Len=0"
"5666","259.961094","172.217.138.71","172.20.24.104","TCP","1436","443  >  56268 [ACK] Seq=862240 Ack=30792 Win=112128 Len=1382 [TCP PDU reassembled in 5670]"
"5667","259.961144","172.20.24.104","172.217.138.71","TCP","54","56268  >  443 [ACK] Seq=30792 Ack=863622 Win=130816 Len=0"
"5668","259.962080","172.217.138.71","172.20.24.104","TCP","1436","443  >  56268 [ACK] Seq=863622 Ack=30792 Win=112128 Len=1382 [TCP PDU reassembled in 5670]"
"5669","259.964637","172.217.138.71","172.20.24.104","TCP","8346","443  >  56268 [PSH, ACK] Seq=865004 Ack=30792 Win=112128 Len=8292 [TCP PDU reassembled in 5670]"
"5670","259.964637","172.217.138.71","172.20.24.104","TLSv1.3","129","Application Data"
"5671","259.964637","172.217.138.71","172.20.24.104","TLSv1.3","23548","Application Data"
"5672","259.964707","172.20.24.104","172.217.138.71","TCP","54","56268  >  443 [ACK] Seq=30792 Ack=896865 Win=130816 Len=0"
"5673","259.965262","172.217.138.71","172.20.24.104","TCP","2818","443  >  56268 [ACK] Seq=896865 Ack=30792 Win=112128 Len=2764 [TCP PDU reassembled in 5677]"
"5674","259.965302","172.20.24.104","172.217.138.71","TCP","54","56268  >  443 [ACK] Seq=30792 Ack=899629 Win=130816 Len=0"
"5675","259.966370","172.217.138.71","172.20.24.104","TCP","2818","443  >  56268 [ACK] Seq=899629 Ack=30792 Win=112128 Len=2764 [TCP PDU reassembled in 5677]"
"5676","259.966439","172.20.24.104","172.217.138.71","TCP","54","56268  >  443 [ACK] Seq=30792 Ack=902393 Win=130816 Len=0"
"5677","259.969158","172.217.138.71","172.20.24.104","TLSv1.3","38750","Application Data, Application Data, Application Data"
"5678","259.969230","172.20.24.104","172.217.138.71","TCP","54","56268  >  443 [ACK] Seq=30792 Ack=941089 Win=130816 Len=0"
"5679","259.969784","172.217.138.71","172.20.24.104","TCP","2818","443  >  56268 [ACK] Seq=941089 Ack=30792 Win=112128 Len=2764 [TCP PDU reassembled in 5683]"
"5680","259.969845","172.20.24.104","172.217.138.71","TCP","54","56268  >  443 [ACK] Seq=30792 Ack=943853 Win=130816 Len=0"
"5681","259.970864","172.217.138.71","172.20.24.104","TCP","2818","443  >  56268 [ACK] Seq=943853 Ack=30792 Win=112128 Len=2764 [TCP PDU reassembled in 5683]"
"5682","259.970925","172.20.24.104","172.217.138.71","TCP","54","56268  >  443 [ACK] Seq=30792 Ack=946617 Win=130816 Len=0"
"5683","259.973654","172.217.138.71","172.20.24.104","TLSv1.3","38750","Application Data, Application Data"
"5684","259.973748","172.20.24.104","172.217.138.71","TCP","54","56268  >  443 [ACK] Seq=30792 Ack=985313 Win=130816 Len=0"
"5685","259.974552","172.217.138.71","172.20.24.104","TLSv1.3","5582","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"5686","259.974622","172.20.24.104","172.217.138.71","TCP","54","56268  >  443 [ACK] Seq=30792 Ack=990841 Win=130816 Len=0"
"5687","259.975000","172.217.138.71","172.20.24.104","TCP","1436","443  >  56268 [ACK] Seq=990841 Ack=30792 Win=112128 Len=1382 [TCP PDU reassembled in 5690]"
"5688","259.975045","172.20.24.104","172.217.138.71","TCP","54","56268  >  443 [ACK] Seq=30792 Ack=992223 Win=130816 Len=0"
"5689","259.976769","172.217.138.71","172.20.24.104","TCP","1436","443  >  56268 [ACK] Seq=992223 Ack=30792 Win=112128 Len=1382 [TCP PDU reassembled in 5690]"
"5690","259.979842","172.217.138.71","172.20.24.104","TLSv1.3","41514","Application Data, Application Data"
"5691","259.979945","172.20.24.104","172.217.138.71","TCP","54","56268  >  443 [ACK] Seq=30792 Ack=1035065 Win=130816 Len=0"
"5692","259.980402","172.217.138.71","172.20.24.104","TLSv1.3","1436","Application Data"
"5693","259.980463","172.20.24.104","172.217.138.71","TCP","54","56268  >  443 [ACK] Seq=30792 Ack=1036447 Win=130816 Len=0"
"5694","259.981803","172.217.138.71","172.20.24.104","TCP","1436","443  >  56268 [ACK] Seq=1036447 Ack=30792 Win=112128 Len=1382 [TCP PDU reassembled in 5695]"
"5695","259.985607","172.217.138.71","172.20.24.104","TLSv1.3","48424","Application Data, Application Data, Application Data"
"5696","259.985723","172.20.24.104","172.217.138.71","TCP","54","56268  >  443 [ACK] Seq=30792 Ack=1086199 Win=130816 Len=0"
"5697","259.987206","172.217.138.71","172.20.24.104","TCP","1436","443  >  56268 [ACK] Seq=1086199 Ack=30792 Win=112128 Len=1382 [TCP PDU reassembled in 5698]"
"5698","259.990550","172.217.138.71","172.20.24.104","TLSv1.3","45660","Application Data, Application Data"
"5699","259.990550","172.217.138.71","172.20.24.104","TCP","283","443  >  56268 [PSH, ACK] Seq=1133187 Ack=30792 Win=112128 Len=229 [TCP PDU reassembled in 5701]"
"5700","259.990658","172.20.24.104","172.217.138.71","TCP","54","56268  >  443 [ACK] Seq=30792 Ack=1133416 Win=130816 Len=0"
"5701","259.991388","172.217.138.71","172.20.24.104","TLSv1.3","2818","Application Data"
"5702","259.991474","172.20.24.104","172.217.138.71","TCP","54","56268  >  443 [ACK] Seq=30792 Ack=1136180 Win=130816 Len=0"
"5703","259.992456","172.217.138.71","172.20.24.104","TCP","1436","443  >  56268 [ACK] Seq=1136180 Ack=30792 Win=112128 Len=1382 [TCP PDU reassembled in 5708]"
"5704","259.992538","172.20.24.104","172.217.138.71","TCP","54","56268  >  443 [ACK] Seq=30792 Ack=1137562 Win=130816 Len=0"
"5705","259.993498","172.217.138.71","172.20.24.104","TCP","11110","443  >  56268 [ACK] Seq=1137562 Ack=30792 Win=112128 Len=11056 [TCP PDU reassembled in 5708]"
"5706","259.993544","172.20.24.104","172.217.138.71","TCP","54","56268  >  443 [ACK] Seq=30792 Ack=1148618 Win=130816 Len=0"
"5707","259.994262","172.217.138.71","172.20.24.104","TCP","1436","443  >  56268 [ACK] Seq=1148618 Ack=30792 Win=112128 Len=1382 [TCP PDU reassembled in 5708]"
"5708","259.994262","172.217.138.71","172.20.24.104","TLSv1.3","440","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"5709","259.994320","172.20.24.104","172.217.138.71","TCP","54","56268  >  443 [ACK] Seq=30792 Ack=1150386 Win=130816 Len=0"
"5710","260.996298","172.20.24.104","172.217.138.71","TLSv1.3","2145","Application Data"
"5711","260.996435","172.20.24.104","172.217.138.71","TLSv1.3","2068","Application Data"
"5712","260.998884","172.217.138.71","172.20.24.104","TCP","60","443  >  56268 [ACK] Seq=1150386 Ack=32883 Win=117760 Len=0"
"5713","260.999869","172.217.138.71","172.20.24.104","TCP","60","443  >  56268 [ACK] Seq=1150386 Ack=34897 Win=123392 Len=0"
"5714","261.004081","172.217.138.71","172.20.24.104","TLSv1.3","1054","Application Data, Application Data"
"5715","261.047926","172.20.24.104","172.217.138.71","TCP","54","56268  >  443 [ACK] Seq=34897 Ack=1151386 Win=130048 Len=0"
"5716","261.049536","172.217.138.71","172.20.24.104","TLSv1.3","510","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"5717","261.094470","172.20.24.104","172.217.138.71","TCP","54","56268  >  443 [ACK] Seq=34897 Ack=1151842 Win=130816 Len=0"
"5718","261.515685","172.20.24.104","148.113.20.112","TCP","55","[TCP Keep-Alive] 56036  >  443 [ACK] Seq=1885 Ack=1724 Win=65280 Len=1"
"5719","261.517567","148.113.20.112","172.20.24.104","TCP","66","[TCP Keep-Alive ACK] 443  >  56036 [ACK] Seq=1724 Ack=1886 Win=62848 Len=0 SLE=1885 SRE=1886"
"5720","264.157449","104.18.26.48","172.20.24.104","TLSv1.2","81","Application Data"
"5721","264.158637","172.20.24.104","104.18.26.48","TLSv1.2","85","Application Data"
"5722","264.160329","104.18.26.48","172.20.24.104","TCP","60","443  >  50263 [ACK] Seq=298 Ack=342 Win=8 Len=0"
"5723","266.079197","172.20.24.104","172.217.138.71","TLSv1.3","2145","Application Data"
"5724","266.079361","172.20.24.104","172.217.138.71","TLSv1.3","2068","Application Data"
"5725","266.080893","172.217.138.71","172.20.24.104","TCP","60","443  >  56268 [ACK] Seq=1151842 Ack=36988 Win=128768 Len=0"
"5726","266.081155","172.217.138.71","172.20.24.104","TCP","60","443  >  56268 [ACK] Seq=1151842 Ack=39002 Win=134400 Len=0"
"5727","266.086566","172.217.138.71","172.20.24.104","TLSv1.3","1054","Application Data, Application Data"
"5728","266.087729","172.217.138.71","172.20.24.104","TLSv1.3","11110","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"5729","266.087823","172.20.24.104","172.217.138.71","TCP","54","56268  >  443 [ACK] Seq=39002 Ack=1163898 Win=130816 Len=0"
"5730","266.088191","172.217.138.71","172.20.24.104","TCP","1436","443  >  56268 [ACK] Seq=1163898 Ack=39002 Win=134400 Len=1382 [TCP PDU reassembled in 5733]"
"5731","266.088274","172.20.24.104","172.217.138.71","TCP","54","56268  >  443 [ACK] Seq=39002 Ack=1165280 Win=130816 Len=0"
"5732","266.089461","172.217.138.71","172.20.24.104","TCP","1436","443  >  56268 [ACK] Seq=1165280 Ack=39002 Win=134400 Len=1382 [TCP PDU reassembled in 5733]"
"5733","266.091481","172.217.138.71","172.20.24.104","TLSv1.3","24930","Application Data, Application Data"
"5734","266.091606","172.20.24.104","172.217.138.71","TCP","54","56268  >  443 [ACK] Seq=39002 Ack=1191538 Win=130816 Len=0"
"5735","266.091803","172.217.138.71","172.20.24.104","TCP","1436","443  >  56268 [ACK] Seq=1191538 Ack=39002 Win=134400 Len=1382 [TCP PDU reassembled in 5739]"
"5736","266.091861","172.20.24.104","172.217.138.71","TCP","54","56268  >  443 [ACK] Seq=39002 Ack=1192920 Win=130816 Len=0"
"5737","266.093349","172.217.138.71","172.20.24.104","TCP","1436","443  >  56268 [ACK] Seq=1192920 Ack=39002 Win=134400 Len=1382 [TCP PDU reassembled in 5739]"
"5738","266.096131","172.217.138.71","172.20.24.104","TCP","8346","443  >  56268 [PSH, ACK] Seq=1194302 Ack=39002 Win=134400 Len=8292 [TCP PDU reassembled in 5739]"
"5739","266.096131","172.217.138.71","172.20.24.104","TLSv1.3","155","Application Data"
"5740","266.096131","172.217.138.71","172.20.24.104","TLSv1.3","29076","Application Data"
"5741","266.096232","172.20.24.104","172.217.138.71","TCP","54","56268  >  443 [ACK] Seq=39002 Ack=1231717 Win=130816 Len=0"
"5742","266.096459","172.217.138.71","172.20.24.104","TCP","1436","443  >  56268 [ACK] Seq=1231717 Ack=39002 Win=134400 Len=1382 [TCP PDU reassembled in 5745]"
"5743","266.096499","172.20.24.104","172.217.138.71","TCP","54","56268  >  443 [ACK] Seq=39002 Ack=1233099 Win=130816 Len=0"
"5744","266.097765","172.217.138.71","172.20.24.104","TCP","1436","443  >  56268 [ACK] Seq=1233099 Ack=39002 Win=134400 Len=1382 [TCP PDU reassembled in 5745]"
"5745","266.100731","172.217.138.71","172.20.24.104","TLSv1.3","41514","Application Data, Application Data, Application Data"
"5746","266.100819","172.20.24.104","172.217.138.71","TCP","54","56268  >  443 [ACK] Seq=39002 Ack=1275941 Win=130816 Len=0"
"5747","266.101671","172.217.138.71","172.20.24.104","TCP","1436","443  >  56268 [ACK] Seq=1275941 Ack=39002 Win=134400 Len=1382 [TCP PDU reassembled in 5749]"
"5748","266.101739","172.20.24.104","172.217.138.71","TCP","54","56268  >  443 [ACK] Seq=39002 Ack=1277323 Win=130816 Len=0"
"5749","266.104581","172.217.138.71","172.20.24.104","TLSv1.3","20784","Application Data"
"5750","266.104639","172.20.24.104","172.217.138.71","TCP","54","56268  >  443 [ACK] Seq=39002 Ack=1298053 Win=130816 Len=0"
"5751","266.105763","172.217.138.71","172.20.24.104","TLSv1.3","22166","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"5752","266.105809","172.20.24.104","172.217.138.71","TCP","54","56268  >  443 [ACK] Seq=39002 Ack=1320165 Win=130816 Len=0"
"5753","266.106548","172.217.138.71","172.20.24.104","TCP","2818","443  >  56268 [ACK] Seq=1320165 Ack=39002 Win=134400 Len=2764 [TCP PDU reassembled in 5757]"
"5754","266.106585","172.20.24.104","172.217.138.71","TCP","54","56268  >  443 [ACK] Seq=39002 Ack=1322929 Win=130816 Len=0"
"5755","266.107276","172.217.138.71","172.20.24.104","TCP","1436","443  >  56268 [ACK] Seq=1322929 Ack=39002 Win=134400 Len=1382 [TCP PDU reassembled in 5757]"
"5756","266.107325","172.20.24.104","172.217.138.71","TCP","54","56268  >  443 [ACK] Seq=39002 Ack=1324311 Win=130816 Len=0"
"5757","266.109544","172.217.138.71","172.20.24.104","TLSv1.3","19402","Application Data"
"5758","266.109623","172.20.24.104","172.217.138.71","TCP","54","56268  >  443 [ACK] Seq=39002 Ack=1343659 Win=130816 Len=0"
"5759","266.110931","172.217.138.71","172.20.24.104","TLSv1.3","24930","Application Data, Application Data, Application Data, Application Data, Application Data"
"5760","266.111008","172.20.24.104","172.217.138.71","TCP","54","56268  >  443 [ACK] Seq=39002 Ack=1368535 Win=130816 Len=0"
"5761","266.112847","172.217.138.71","172.20.24.104","TCP","2818","443  >  56268 [PSH, ACK] Seq=1368535 Ack=39002 Win=134400 Len=2764 [TCP PDU reassembled in 5763]"
"5762","266.112940","172.20.24.104","172.217.138.71","TCP","54","56268  >  443 [ACK] Seq=39002 Ack=1371299 Win=130816 Len=0"
"5763","266.116527","172.217.138.71","172.20.24.104","TLSv1.3","47042","Application Data, Application Data, Application Data"
"5764","266.116613","172.20.24.104","172.217.138.71","TCP","54","56268  >  443 [ACK] Seq=39002 Ack=1418287 Win=130816 Len=0"
"5765","266.117176","172.217.138.71","172.20.24.104","TCP","1436","443  >  56268 [ACK] Seq=1418287 Ack=39002 Win=134400 Len=1382 [TCP PDU reassembled in 5768]"
"5766","266.118660","172.217.138.71","172.20.24.104","TCP","1436","443  >  56268 [ACK] Seq=1419669 Ack=39002 Win=134400 Len=1382 [TCP PDU reassembled in 5768]"
"5767","266.118749","172.20.24.104","172.217.138.71","TCP","54","56268  >  443 [ACK] Seq=39002 Ack=1421051 Win=130816 Len=0"
"5768","266.122361","172.217.138.71","172.20.24.104","TLSv1.3","41514","Application Data, Application Data, Application Data"
"5769","266.122361","172.217.138.71","172.20.24.104","TCP","492","443  >  56268 [PSH, ACK] Seq=1462511 Ack=39002 Win=134400 Len=438 [TCP PDU reassembled in 5773]"
"5770","266.122361","172.217.138.71","172.20.24.104","TCP","6964","443  >  56268 [ACK] Seq=1462949 Ack=39002 Win=134400 Len=6910 [TCP PDU reassembled in 5773]"
"5771","266.122447","172.20.24.104","172.217.138.71","TCP","54","56268  >  443 [ACK] Seq=39002 Ack=1469859 Win=130816 Len=0"
"5772","266.123873","172.217.138.71","172.20.24.104","TCP","1436","443  >  56268 [ACK] Seq=1469859 Ack=39002 Win=134400 Len=1382 [TCP PDU reassembled in 5773]"
"5773","266.125588","172.217.138.71","172.20.24.104","TLSv1.3","19402","Application Data"
"5774","266.125698","172.20.24.104","172.217.138.71","TCP","54","56268  >  443 [ACK] Seq=39002 Ack=1490589 Win=130816 Len=0"
"5775","266.125971","172.217.138.71","172.20.24.104","TLSv1.3","1436","Application Data"
"5776","266.125971","172.217.138.71","172.20.24.104","TLSv1.3","696","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"5777","266.126016","172.20.24.104","172.217.138.71","TCP","54","56268  >  443 [ACK] Seq=39002 Ack=1492613 Win=130816 Len=0"
"5778","267.276167","172.20.24.104","172.217.160.142","TLSv1.3","3887","Application Data"
"5779","267.278677","172.217.160.142","172.20.24.104","TCP","60","443  >  56250 [ACK] Seq=5146 Ack=31040 Win=112128 Len=0"
"5780","267.279652","172.217.160.142","172.20.24.104","TCP","60","443  >  56250 [ACK] Seq=5146 Ack=32422 Win=114944 Len=0"
"5781","267.279652","172.217.160.142","172.20.24.104","TCP","60","443  >  56250 [ACK] Seq=5146 Ack=33491 Win=117760 Len=0"
"5782","267.390516","172.217.160.142","172.20.24.104","TLSv1.3","121","Application Data"
"5783","267.438883","172.20.24.104","172.217.160.142","TCP","54","56250  >  443 [ACK] Seq=33491 Ack=5213 Win=64512 Len=0"
"5784","267.440351","172.217.160.142","172.20.24.104","TLSv1.3","124","Application Data, Application Data"
"5785","267.441573","172.20.24.104","172.217.160.142","TLSv1.3","93","Application Data"
"5786","267.442921","172.217.160.142","172.20.24.104","TCP","60","443  >  56250 [ACK] Seq=5283 Ack=33530 Win=117760 Len=0"
"5787","267.601594","172.20.24.104","172.217.138.71","TLSv1.3","2145","Application Data"
"5788","267.601726","172.20.24.104","172.217.138.71","TLSv1.3","2068","Application Data"
"5789","267.603465","172.217.138.71","172.20.24.104","TCP","60","443  >  56268 [ACK] Seq=1492613 Ack=41093 Win=139776 Len=0"
"5790","267.603631","172.217.138.71","172.20.24.104","TCP","60","443  >  56268 [ACK] Seq=1492613 Ack=43107 Win=145408 Len=0"
"5791","267.609229","172.217.138.71","172.20.24.104","TLSv1.3","1029","Application Data"
"5792","267.659048","172.20.24.104","172.217.138.71","TCP","54","56268  >  443 [ACK] Seq=43107 Ack=1493588 Win=130048 Len=0"
"5793","267.660783","172.217.138.71","172.20.24.104","TLSv1.3","535","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"5794","267.705166","172.20.24.104","172.217.138.71","TCP","54","56268  >  443 [ACK] Seq=43107 Ack=1494069 Win=130816 Len=0"
"5795","269.319373","172.20.24.104","172.64.151.4","TLSv1.3","84","Application Data"
"5796","269.319655","172.20.24.104","172.64.151.4","TCP","54","56255  >  443 [FIN, ACK] Seq=3191 Ack=2527 Win=65024 Len=0"
"5797","269.320841","172.64.151.4","172.20.24.104","TCP","60","443  >  56255 [ACK] Seq=2527 Ack=3191 Win=65536 Len=0"
"5798","269.321182","172.64.151.4","172.20.24.104","TCP","60","443  >  56255 [FIN, ACK] Seq=2527 Ack=3192 Win=65536 Len=0"
"5799","269.321229","172.20.24.104","172.64.151.4","TCP","54","56255  >  443 [ACK] Seq=3192 Ack=2528 Win=65024 Len=0"
"5800","270.370891","172.20.24.104","172.217.138.71","TLSv1.3","2145","Application Data"
"5801","270.371084","172.20.24.104","172.217.138.71","TLSv1.3","2068","Application Data"
"5802","270.372674","172.217.138.71","172.20.24.104","TCP","60","443  >  56268 [ACK] Seq=1494069 Ack=45198 Win=151040 Len=0"
"5803","270.373172","172.217.138.71","172.20.24.104","TCP","60","443  >  56268 [ACK] Seq=1494069 Ack=47212 Win=156416 Len=0"
"5804","270.378879","172.217.138.71","172.20.24.104","TLSv1.3","1029","Application Data"
"5805","270.424431","172.20.24.104","172.217.138.71","TCP","54","56268  >  443 [ACK] Seq=47212 Ack=1495044 Win=130048 Len=0"
"5806","270.426335","172.217.138.71","172.20.24.104","TLSv1.3","535","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"5807","270.428628","172.20.24.104","142.250.206.3","TLSv1.3","123","Application Data"
"5808","270.428779","172.20.24.104","142.250.206.3","TLSv1.3","93","Application Data"
"5809","270.428854","172.20.24.104","142.250.206.3","TLSv1.3","404","Application Data"
"5810","270.430154","142.250.206.3","172.20.24.104","TCP","60","443  >  56272 [ACK] Seq=3131 Ack=3434 Win=62976 Len=0"
"5811","270.430544","142.250.206.3","172.20.24.104","TCP","60","443  >  56272 [ACK] Seq=3131 Ack=3473 Win=62976 Len=0"
"5812","270.430544","142.250.206.3","172.20.24.104","TCP","60","443  >  56272 [ACK] Seq=3131 Ack=3823 Win=62720 Len=0"
"5813","270.435174","142.250.206.3","172.20.24.104","TLSv1.3","93","Application Data"
"5814","270.471656","172.20.24.104","172.217.138.71","TCP","54","56268  >  443 [ACK] Seq=47212 Ack=1495525 Win=130816 Len=0"
"5815","270.486553","172.20.24.104","142.250.206.3","TCP","54","56272  >  443 [ACK] Seq=3823 Ack=3170 Win=65280 Len=0"
"5816","270.488666","142.250.206.3","172.20.24.104","TLSv1.3","191","Application Data, Application Data, Application Data"
"5817","270.489621","172.20.24.104","142.250.206.3","TLSv1.3","93","Application Data"
"5818","270.489722","172.20.24.104","142.250.206.3","TLSv1.3","89","Application Data"
"5819","270.491669","142.250.206.3","172.20.24.104","TCP","60","443  >  56272 [ACK] Seq=3307 Ack=3897 Win=62720 Len=0"
"5820","271.520801","172.20.24.104","148.113.20.112","TCP","55","[TCP Keep-Alive] 56036  >  443 [ACK] Seq=1885 Ack=1724 Win=65280 Len=1"
"5821","271.522491","148.113.20.112","172.20.24.104","TCP","66","[TCP Keep-Alive ACK] 443  >  56036 [ACK] Seq=1724 Ack=1886 Win=62848 Len=0 SLE=1885 SRE=1886"
"5822","272.842781","Intel_f4:55:3d","Broadcast","ARP","42","Who has 172.20.24.249? Tell 172.20.24.104"
"5823","272.856062","Intel_99:ab:60","Intel_f4:55:3d","ARP","56","172.20.25.153 is at 84:5c:f3:99:ab:60"
